ModelID,CellLineName,StrippedCellLineName,OncotreeLineage,OncotreePrimaryDisease,BLVRB_RNA,BLVRB_Protein,BLVRB_dependency,BLVRB_effect,Is_Breast_Cancer
ACH-000465,SK-MEL-1,SKMEL1,Skin,Melanoma,5.98736634740152,,,,0
ACH-000466,SNU-216,SNU216,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.747132246732008,,0.014021233,0.070342033,0
ACH-000466,SNU-216,SNU216,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.747642507455438,,0.014021233,0.070342033,0
ACH-000467,HCC-56,HCC56,Bowel,Colorectal Adenocarcinoma,4.895268686575046,-0.281294339,0.006286047,0.093546179,0
ACH-000468,PK-45H,PK45H,Pancreas,Pancreatic Adenocarcinoma,6.5250086299638745,,0.024202121,0.020233673,0
ACH-000468,PK-45H,PK45H,Pancreas,Pancreatic Adenocarcinoma,6.413008410238229,,0.024202121,0.020233673,0
ACH-000469,YH-13,YH13,CNS/Brain,Diffuse Glioma,6.104491825064756,,0.022474508,-0.002059599,0
ACH-000470,SW1463,SW1463,Bowel,Colorectal Adenocarcinoma,5.550362015400728,,0.119807273,-0.195776924,0
ACH-000471,Li-7,LI7,Liver,Hepatocellular Carcinoma,6.98696833589532,,0.01073304,0.106370709,0
ACH-000472,HSC-2,HSC2,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.454827328247112,,0.03777768,-0.022026178,0
ACH-000473,RT-112,RT112,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,7.075275901023271,-0.522521113,0.004144361,0.214728702,0
ACH-000475,huH-1,HUH1,Liver,Hepatocellular Carcinoma,7.1535013654965525,0.727155692,0.020897854,0.007281652,0
ACH-000476,JHH-4,JHH4,Liver,Hepatocellular Carcinoma,5.6242793191124205,0.476075822,0.010840558,0.089568121,0
ACH-000477,Malme-3M,MALME3M,Skin,Melanoma,5.870495419367464,,0.014532804,0.041420192,0
ACH-000478,SNU-387,SNU387,Liver,Hepatocellular Carcinoma,6.7481928495894605,,0.023799695,0.046863282,0
ACH-000479,KNS-81,KNS81,CNS/Brain,Diffuse Glioma,5.460201943249847,-0.998199328,0.029616236,-0.028306765,0
ACH-000480,HuH-7,HUH7,Liver,Hepatocellular Carcinoma,4.380736373866347,-1.364212346,0.022981222,-0.05067955,0
ACH-000481,NCI-H2170,NCIH2170,Lung,Non-Small Cell Lung Cancer,7.066552070572459,0.470722609,0.054997349,-0.087054415,0
ACH-000482,RERF-LC-KJ,RERFLCKJ,Lung,Non-Small Cell Lung Cancer,7.395953923273445,,,,0
ACH-000483,SNU-182,SNU182,Liver,Hepatocellular Carcinoma,4.671604752640926,,0.00714767,0.139345554,0
ACH-000484,VMRC-RCW,VMRCRCW,Kidney,Renal Cell Carcinoma,7.043475748456144,-0.070586014,0.016085086,0.100360491,0
ACH-000485,GSU,GSU,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.44454946544265,,0.004318483,0.157551598,0
ACH-000486,KU-19-19,KU1919,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.83276092514912,-1.262578755,0.021937679,-0.025446134,0
ACH-000487,F-36P,F36P,Myeloid,Acute Myeloid Leukemia,9.452756029032496,2.655786106,0.041855047,-0.072417113,0
ACH-000488,TE-11,TE11,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,7.708532139089813,0.279109734,0.011901431,0.022529152,0
ACH-000488,TE-11,TE11,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,7.708359697862197,0.279109734,0.011901431,0.022529152,0
ACH-000489,SW1116,SW1116,Bowel,Colorectal Adenocarcinoma,4.614562622824107,,0.020463871,0.03078824,0
ACH-000490,SF767,SF767,Cervix,Cervical Squamous Cell Carcinoma,8.145438005004403,,0.031204385,-0.048176566,0
ACH-000491,NCI-H716,NCIH716,Bowel,Colorectal Adenocarcinoma,5.199589902764232,1.488464674,0.021276296,0.012678834,0
ACH-000492,MUTZ-5,MUTZ5,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,4.449541566307354,,,,0
ACH-000493,SNU-423,SNU423,Liver,Hepatocellular Carcinoma,5.078985487618913,-0.950161868,0.043887137,-0.096945201,0
ACH-000494,OELE,OELE,Ovary/Fallopian Tube,Non-Cancerous,5.750994994093991,,,,0
ACH-000495,TUHR4TKB,TUHR4TKB,Kidney,Renal Cell Carcinoma,6.267193061108511,0.073730746,0.017012004,0.064843583,0
ACH-000496,NCI-H1792,NCIH1792,Lung,Non-Small Cell Lung Cancer,7.299171378047949,-0.117138795,0.094638957,-0.154578001,0
ACH-000498,KO52,KO52,Myeloid,Acute Myeloid Leukemia,4.30616014487724,,0.015371917,0.04878688,0
ACH-000499,EW8,EW8,Bone,Ewing Sarcoma,5.171943361976618,,0.009615245,0.047091683,0
ACH-000500,SNU-46,SNU46,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.020070990806229,,0.030914887,-0.062801571,0
ACH-000501,LS123,LS123,Bowel,Colorectal Adenocarcinoma,6.584361252518709,,0.010818331,0.114447456,0
ACH-000502,TCC-PAN2,TCCPAN2,Pancreas,Pancreatic Adenocarcinoma,6.962479616424772,0.901520805,0.006734713,0.094656421,0
ACH-000503,BICR 16,BICR16,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.103780863545012,,0.048167423,-0.129215883,0
ACH-000504,SNB75,SNB75,CNS/Brain,Diffuse Glioma,7.444426884766902,,0.022062664,0.022511734,0
ACH-000505,RKN,RKN,Soft Tissue,Leiomyosarcoma,4.614044284333007,,0.05844131,-0.06104197,0
ACH-000506,NCI-H146,NCIH146,Lung,Lung Neuroendocrine Tumor,0.1160373182632706,-2.505659513,,,0
ACH-000507,KE-39,KE39,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.28940291976225,,0.003985782,0.125207071,0
ACH-000508,COR-L88,CORL88,Lung,Lung Neuroendocrine Tumor,1.739031496294198,-0.495474903,,,0
ACH-000509,HuT 78,HUT78,Lymphoid,Mature T and NK Neoplasms,3.7777247928738618,,,,0
ACH-000510,NCI-H1299,NCIH1299,Lung,Non-Small Cell Lung Cancer,6.148094185541014,0.813986805,0.152790246,-0.19937778,0
ACH-000511,Calu-1,CALU1,Lung,Non-Small Cell Lung Cancer,5.662131425731752,0.168158057,0.011595089,0.083003512,0
ACH-000512,INA6,INA6,Lymphoid,Mature B-Cell Neoplasms,5.645355812948295,,0.126675941,-0.225028556,0
ACH-000513,SNU-1272,SNU1272,Kidney,Renal Cell Carcinoma,5.845768526935016,,,,0
ACH-000514,NCI-H1092,NCIH1092,Lung,Lung Neuroendocrine Tumor,0.7372272753128609,,0.024328156,0.006540934,0
ACH-000515,HCC-33,HCC33,Lung,Lung Neuroendocrine Tumor,0.5445477021940183,,0.001987018,0.271588693,0
ACH-000516,CAL-78,CAL78,Bone,Chondrosarcoma,7.77410178142063,,0.018371116,0.065224027,0
ACH-000517,SNU-410,SNU410,Pancreas,Pancreatic Adenocarcinoma,7.943130158427878,,0.061901678,-0.056403451,0
ACH-000517,SNU-410,SNU410,Pancreas,Pancreatic Adenocarcinoma,7.931671239391475,,0.061901678,-0.056403451,0
ACH-000518,CAL-33,CAL33,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.213843001456866,-0.489101693,0.001484752,0.175662186,0
ACH-000519,PEER,PEER,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,0.2506511788589241,,0.041150103,-0.121120962,0
ACH-000520,59M,59M,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.846230026422653,,0.062467278,-0.113569294,0
ACH-000521,NCI-H2030,NCIH2030,Lung,Non-Small Cell Lung Cancer,7.324945579800887,0.796207458,0.027644924,-0.022208964,0
ACH-000522,UM-UC-3,UMUC3,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.458050560975401,0.364662669,0.02545427,-0.004882712,0
ACH-000523,NCI-H1184,NCIH1184,Lung,Lung Neuroendocrine Tumor,2.9589428718052107,,,,0
ACH-000524,KURAMOCHI,KURAMOCHI,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.276786962059368,-1.839486668,0.039812262,-0.032524598,0
ACH-000525,NCI-H2171,NCIH2171,Lung,Lung Neuroendocrine Tumor,4.56855507815669,,0.013496618,0.065767562,0
ACH-000526,Hs 821.T,HS821T,Fibroblast,Non-Cancerous,6.172111431297153,,,,0
ACH-000527,OVISE,OVISE,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.771344202274668,,0.037840029,-0.055192407,0
ACH-000528,ABC-1,ABC1,Lung,Non-Small Cell Lung Cancer,7.476414092752283,1.141299362,0.00869406,0.047269688,0
ACH-000529,T1-73,T173,Fibroblast,Non-Cancerous,6.232789289053536,,,,0
ACH-000530,DMS 114,DMS114,Lung,SMARCA4-deficient undifferentiated tumor,7.004984456887961,0.329025233,,,0
ACH-000531,RS-5,RS5,Fibroblast,Non-Cancerous,5.139227988763131,,,,0
ACH-000532,SNU-61,SNU61,Bowel,Colorectal Adenocarcinoma,7.110196177754199,-0.306376246,0.008839145,0.089842104,0
ACH-000532,SNU-61,SNU61,Bowel,Colorectal Adenocarcinoma,6.8500367770531865,-0.306376246,0.008839145,0.089842104,0
ACH-000533,NCI-H2004 RT,NCIH2004RT,Kidney,Rhabdoid Cancer,7.526397513323646,,0.009287283,0.050240431,0
ACH-000534,WSU-DLCL2,WSUDLCL2,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-000535,BxPC-3,BXPC3,Pancreas,Pancreatic Adenocarcinoma,6.383191050979411,-0.660563504,0.041677491,-0.089548641,0
ACH-000536,BT-20,BT20,Breast,Invasive Breast Carcinoma,8.164394100718043,1.489387338,,,1
ACH-000537,SNU-761,SNU761,Liver,Hepatocellular Carcinoma,6.80985171419111,,0.010972156,0.058553878,0
ACH-000538,HUTU80,HUTU80,Bowel,Small Bowel Cancer,6.309168909942802,,,,0
ACH-000539,Hs 618.T,HS618T,Fibroblast,Non-Cancerous,5.926357674977167,,,,0
ACH-000540,Hs 606.T,HS606T,Fibroblast,Non-Cancerous,5.756836495047947,,,,0
ACH-000541,KMS-34,KMS34,Lymphoid,Mature B-Cell Neoplasms,5.208985388642344,,0.032943607,-0.043406755,0
ACH-000542,Hey-A8,HEYA8,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.3506952504623735,0.08876374,0.027271267,-0.017215457,0
ACH-000543,SNU-489,SNU489,CNS/Brain,Diffuse Glioma,7.058099988493412,,,,0
ACH-000544,OE21,OE21,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.618966868297739,,0.015711519,0.010248068,0
ACH-000545,VM-CUB1,VMCUB1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.6916318673508135,,0.017040796,0.000127089,0
ACH-000546,HSC-4,HSC4,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.248827019086607,-1.926676094,0.014856937,0.017121972,0
ACH-000547,HT-1197,HT1197,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.476004113517569,-1.425326799,0.003277794,0.192586219,0
ACH-000548,BHY,BHY,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.045945275293833,,0.012094745,0.080698704,0
ACH-000549,SNU-1076,SNU1076,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.239730263129119,,0.008048257,0.079482904,0
ACH-000550,IGR-39,IGR39,Skin,Melanoma,7.916518443771281,1.23705842,0.008083687,0.170786744,0
ACH-000551,K-562,K562,Myeloid,Myeloproliferative Neoplasms,9.11595399095779,2.800487537,0.010103659,0.09092089,0
ACH-000552,HT-29,HT29,Bowel,Colorectal Adenocarcinoma,5.971720574991374,-0.4386324,0.017175995,0.021615035,0
ACH-000553,Sq-1,SQ1,Lung,Non-Small Cell Lung Cancer,6.024299730287568,-0.499328217,,,0
ACH-000554,UACC-893,UACC893,Breast,Invasive Breast Carcinoma,7.290286158627736,,0.053688167,-0.042057286,1
ACH-000555,A-498,A498,Kidney,Renal Cell Carcinoma,8.657715024542616,1.913494498,,,0
ACH-000556,SIHA,SIHA,Cervix,Cervical Squamous Cell Carcinoma,7.400537929583729,,0.023568805,-0.015027003,0
ACH-000556,SIHA,SIHA,Cervix,Cervical Squamous Cell Carcinoma,7.192638033515818,,0.023568805,-0.015027003,0
ACH-000557,AML-193,AML193,Myeloid,Acute Myeloid Leukemia,5.59787973872149,,0.029704903,-0.026423196,0
ACH-000557,AML-193,AML193,Myeloid,Acute Myeloid Leukemia,5.598219284682711,,0.029704903,-0.026423196,0
ACH-000558,A-172,A172,CNS/Brain,Diffuse Glioma,7.494447613038127,0.874701599,0.265226029,-0.308847515,0
ACH-000559,NCI-H1836,NCIH1836,Lung,Lung Neuroendocrine Tumor,3.235563177526758,,0.028068653,-0.00367208,0
ACH-000560,ECC10,ECC10,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.177965615548197,,,,0
ACH-000561,T.T,TDOTT,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.368155457597807,,0.022806316,0.010400649,0
ACH-000562,HCC-78,HCC78,Lung,Non-Small Cell Lung Cancer,7.599064823751831,,0.091341512,-0.138317172,0
ACH-000563,EBC-1,EBC1,Lung,Non-Small Cell Lung Cancer,6.200637744153877,-1.117599054,0.043029386,-0.102624765,0
ACH-000564,KHM-1B,KHM1B,Lymphoid,Mature B-Cell Neoplasms,3.2855723728581867,,,,0
ACH-000565,RCM-1,RCM1,Bowel,Colorectal Adenocarcinoma,5.639067158594275,,0.053454721,-0.105604062,0
ACH-000566,SW-1710,SW1710,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.619515721193984,,,,0
ACH-000567,ST486,ST486,Lymphoid,Mature B-Cell Neoplasms,5.2167458581953055,,0.013376208,0.018883635,0
ACH-000568,UACC-812,UACC812,Breast,Invasive Breast Carcinoma,7.530819869913516,,,,1
ACH-000569,IST-MES1,ISTMES1,Pleura,Pleural Mesothelioma,5.302278833344557,,0.00420337,0.237637544,0
ACH-000570,YKG1,YKG1,CNS/Brain,Diffuse Glioma,6.277058596827466,,0.004840805,0.131710532,0
ACH-000571,T98G,T98G,CNS/Brain,Diffuse Glioma,8.050218702952824,,0.009586444,0.14589575,0
ACH-000572,G-361,G361,Skin,Melanoma,5.950895280476352,,,,0
ACH-000573,MDA-MB-436,MDAMB436,Breast,Invasive Breast Carcinoma,6.872053040892369,0.161854063,0.043957839,-0.077046074,1
ACH-000574,FU-OV-1,FUOV1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.569753856776783,0.079610867,,,0
ACH-000575,HCC-364,HCC364,Lung,Non-Small Cell Lung Cancer,6.967883320913779,,,,0
ACH-000576,KMS-27,KMS27,Lymphoid,Mature B-Cell Neoplasms,5.90686414595698,1.02860567,0.009957828,0.110614574,0
ACH-000577,JHH-2,JHH2,Liver,Hepatocellular Carcinoma,8.434903397556898,,0.016262655,0.08646296,0
ACH-000578,HCC-1171,HCC1171,Lung,Non-Small Cell Lung Cancer,7.097789858350297,,,,0
ACH-000579,UACC-257,UACC257,Skin,Melanoma,6.187193689751132,-0.38395602,0.010588315,0.093170783,0
ACH-000580,C32,C32,Skin,Melanoma,5.816044126144184,-0.044376448,0.008534138,0.100372633,0
ACH-000581,SNU-16,SNU16,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.588438810892182,,0.007260706,0.155024367,0
ACH-000582,COLO 741,COLO741,Skin,Melanoma,6.657472805226473,-0.217008186,,,0
ACH-000583,MC116,MC116,Lymphoid,Non-Hodgkin Lymphoma,4.432311384820513,,0.019275821,-0.030295132,0
ACH-000584,JHOS-4,JHOS4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.791853132773112,,0.017142415,0.020083579,0
ACH-000585,EPLC-272H,EPLC272H,Lung,Non-Small Cell Lung Cancer,6.070612584848527,,0.01439016,0.075844004,0
ACH-000586,NCI-H1876,NCIH1876,Lung,Lung Neuroendocrine Tumor,2.6765021205305106,,,,0
ACH-000587,NCI-H1975,NCIH1975,Lung,Non-Small Cell Lung Cancer,5.737097234082707,-0.844778914,0.04632134,-0.056089533,0
ACH-000588,KMS-26,KMS26,Lymphoid,Mature B-Cell Neoplasms,6.577667495011967,,0.032415139,-0.07126893,0
ACH-000589,NCI-H1437,NCIH1437,Lung,Non-Small Cell Lung Cancer,7.40384713847795,-0.603557126,0.013914447,0.024601359,0
ACH-000590,NCI-H2073,NCIH2073,Lung,Non-Small Cell Lung Cancer,6.263137720138663,,,,0
ACH-000591,LN-235,LN235,CNS/Brain,Diffuse Glioma,7.073820233291672,,0.027320431,-0.029689416,0
ACH-000592,TM-31,TM31,CNS/Brain,Diffuse Glioma,5.724764853400013,,0.014620652,0.07568555,0
ACH-000593,BC-3C,BC3C,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,8.273380677328811,,0.009075869,0.067563941,0
ACH-000594,DMS 153,DMS153,Lung,Lung Neuroendocrine Tumor,5.240089129198818,,,,0
ACH-000595,LN-229,LN229,CNS/Brain,Diffuse Glioma,5.94769186888939,0.332290643,0.034939292,-0.019796254,0
ACH-000596,LCLC-97TM1,LCLC97TM1,Lung,Non-Small Cell Lung Cancer,7.515494850655816,,0.003504038,0.185961244,0
ACH-000597,TTC-709,TTC709,Soft Tissue,Rhabdoid Cancer,6.136033439290984,,0.005863546,0.09953528,0
ACH-000597,TTC-709,TTC709,Soft Tissue,Rhabdoid Cancer,6.300412966913022,,0.005863546,0.09953528,0
ACH-000598,KMS-21BM,KMS21BM,Lymphoid,Mature B-Cell Neoplasms,5.207713284265748,,,,0
ACH-000599,PA-TU-8902,PATU8902,Pancreas,Pancreatic Adenocarcinoma,5.504000599524464,,0.10390889,-0.166261321,0
ACH-000600,SLR 26,SLR26,Kidney,Renal Cell Carcinoma,7.530819869913516,,,,0
ACH-000601,MIA PaCa-2,MIAPACA2,Pancreas,Pancreatic Adenocarcinoma,6.800213971528287,-0.776961609,0.024600562,-0.017569794,0
ACH-000602,M-07e,M07E,Myeloid,Acute Myeloid Leukemia,7.175115366956139,,0.009311932,0.064536824,0
ACH-000603,BEN,BEN,Lung,Non-Small Cell Lung Cancer,6.452730499846924,,,,0
ACH-000604,KYO-1,KYO1,Myeloid,Myeloproliferative Neoplasms,8.856528241120921,,0.009971935,0.094219054,0
ACH-000605,TE-6,TE6,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.768594574205393,-0.260295749,0.019076316,-0.007067555,0
ACH-000606,PE/CA-PJ34 (clone C12),PECAPJ34CLONEC12,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.337595143876526,0.358933584,0.006896997,0.055483107,0
ACH-000607,KYM-1,KYM1,Kidney,Rhabdoid Cancer,4.967814170575088,0.363792975,0.005488203,0.114816915,0
ACH-000608,COV644,COV644,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.184214824099501,,0.052681587,-0.065914536,0
ACH-000609,SF126,SF126,CNS/Brain,Diffuse Glioma,7.792282740709451,,0.005886881,0.153557375,0
ACH-000610,NCI-H2227,NCIH2227,Lung,Lung Neuroendocrine Tumor,4.9217362263355815,,,,0
ACH-000611,SU-DHL-6,SUDHL6,Lymphoid,Mature B-Cell Neoplasms,4.431455816685719,0.303008913,,,0
ACH-000612,HuT 102,HUT102,Lymphoid,Mature T and NK Neoplasms,4.981720247985652,,,,0
ACH-000613,HOS,HOS,Bone,Osteosarcoma,4.402994975379251,,,,0
ACH-000614,RVH-421,RVH421,Skin,Melanoma,6.677113547197041,0.366647201,0.041803621,-0.074616843,0
ACH-000615,SK-MEL-28,SKMEL28,Skin,Melanoma,5.987243544135634,-0.495857459,,,0
ACH-000616,Hs 746T,HS746T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.941472573737919,,0.005779016,0.137006788,0
ACH-000616,Hs 746T,HS746T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.940364108943026,,0.005779016,0.137006788,0
ACH-000617,OVCAR-4,OVCAR4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.221538788963057,0.410448224,,,0
ACH-000618,SNU-1041,SNU1041,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.847796518327544,,0.071552229,-0.134901748,0
ACH-000619,PE/CA-PJ15,PECAPJ15,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.8982809208566565,,0.007545333,0.079141098,0
ACH-000620,JHH-1,JHH1,Liver,Hepatocellular Carcinoma,7.391939524588746,1.593019074,0.04210806,-0.062469365,0
ACH-000621,MDA-MB-157,MDAMB157,Breast,Invasive Breast Carcinoma,5.127963378123582,-0.126737987,0.033500592,-0.003616579,1
ACH-000622,KNS-42,KNS42,CNS/Brain,Diffuse Glioma,5.303930488498756,-1.687350908,0.04364556,-0.033767575,0
ACH-000623,SNU-201,SNU201,CNS/Brain,Diffuse Glioma,7.31334563232493,,0.01639015,0.046772038,0
ACH-000624,HCC1806,HCC1806,Breast,Breast Ductal Carcinoma In Situ,6.263723654027848,-1.44297925,0.023860928,0.00368242,1
ACH-000625,Hep 3B2.1-7,HEP3B217,Liver,Hepatocellular Carcinoma,5.16771518497735,-0.213815717,,,0
ACH-000626,U266B1,U266B1,Lymphoid,Mature B-Cell Neoplasms,5.920964940415119,,,,0
ACH-000627,LCLC-103H,LCLC103H,Lung,Non-Small Cell Lung Cancer,5.739653714523662,-0.733102701,0.003860796,0.172421664,0
ACH-000628,NCI-H596,NCIH596,Lung,Non-Small Cell Lung Cancer,7.689823300429355,,,,0
ACH-000629,IOMM-Lee,IOMMLEE,CNS/Brain,Meningothelial Tumor,4.525542733195048,,,,0
ACH-000630,YD-8,YD8,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.635097020240582,,0.015869821,0.04666443,0
ACH-000631,KS-1,KS1,CNS/Brain,Diffuse Glioma,4.561790461653818,,0.004934693,0.288001989,0
ACH-000632,Hs 944.T,HS944T,Skin,Melanoma,5.15813502279246,0.045010298,0.045636187,-0.068732564,0
ACH-000633,FU97,FU97,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.841354257167247,,0.027550137,0.007522119,0
ACH-000634,LN-340,LN340,CNS/Brain,Diffuse Glioma,7.30617108395682,,0.039479402,-0.088750082,0
ACH-000635,SNU-119,SNU119,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.031968560662456,-0.640833479,,,0
ACH-000636,RPMI-8402,RPMI8402,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,2.880998907660117,,,,0
ACH-000637,KYSE-520,KYSE520,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.670845999717181,,0.019896571,-0.022265912,0
ACH-000637,KYSE-520,KYSE520,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.670585440262214,,0.019896571,-0.022265912,0
ACH-000638,NCI-H441,NCIH441,Lung,Non-Small Cell Lung Cancer,7.0819573790975285,1.337850845,0.025227045,-0.050009519,0
ACH-000639,NCI-H211,NCIH211,Lung,Lung Neuroendocrine Tumor,4.190701766931664,,0.012624357,0.043338477,0
ACH-000640,SK-MEL-31,SKMEL31,Skin,Melanoma,6.695785074768961,,,,0
ACH-000641,CMK,CMK,Myeloid,Acute Myeloid Leukemia,7.884292646852594,2.380086797,,,0
ACH-000642,HMEL,HMEL,Breast,Non-Cancerous,5.740382535170413,,,,1
ACH-000643,HDQ-P1,HDQP1,Breast,Invasive Breast Carcinoma,5.294337695602311,-1.0188083,,,1
ACH-000644,COLO 829,COLO829,Skin,Melanoma,6.034655923757064,0.257619132,,,0
ACH-000645,JL-1,JL1,Pleura,Pleural Mesothelioma,6.284419742011066,,0.005817844,0.180861321,0
ACH-000646,OVMANA,OVMANA,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.43376401967905,,0.00903266,0.166254552,0
ACH-000647,TE-1,TE1,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.365787006276853,-0.349863909,0.021718879,0.023937496,0
ACH-000648,NCI-H28,NCIH28,Pleura,Pleural Mesothelioma,5.849343794880322,,0.007016411,0.125557801,0
ACH-000649,786-O,786O,Kidney,Renal Cell Carcinoma,6.021597430178441,0.063595934,0.008588407,0.088641664,0
ACH-000650,IGR-37,IGR37,Skin,Melanoma,7.079634112368706,0.208170872,,,0
ACH-000651,SW 620,SW620,Bowel,Colorectal Adenocarcinoma,3.5265696604977834,-1.353025506,0.02997304,-0.041490967,0
ACH-000652,SUIT-2,SUIT2,Pancreas,Pancreatic Adenocarcinoma,5.639203216429165,-0.312973987,0.032406323,-0.032798828,0
ACH-000653,JJN-3,JJN3,Lymphoid,Mature B-Cell Neoplasms,4.022882652307965,,0.001537608,0.232880458,0
ACH-000654,Raji,RAJI,Lymphoid,Non-Hodgkin Lymphoma,5.060842895382085,,0.010968918,0.047236959,0
ACH-000655,SF268,SF268,CNS/Brain,Diffuse Glioma,6.100124052906295,,0.031193996,-0.05864674,0
ACH-000656,SU-DHL-8,SUDHL8,Lymphoid,Mature B-Cell Neoplasms,4.24367669652447,,0.01336685,0.075951119,0
ACH-000657,A2780,A2780,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.194620949102618,1.462287447,0.00852454,0.037815603,0
ACH-000658,KMS-18,KMS18,Lymphoid,Mature B-Cell Neoplasms,,,,,0
ACH-000659,SCLC-21H,SCLC21H,Lung,Lung Neuroendocrine Tumor,2.0302760384051366,,,,0
ACH-000660,SU-DHL-5,SUDHL5,Lymphoid,Mature B-Cell Neoplasms,3.8827799766302937,,0.010063472,0.056118295,0
ACH-000661,WM1799,WM1799,Skin,Melanoma,5.533800040418851,-0.36661283,0.00318578,0.14142576,0
ACH-000662,COR-L23,CORL23,Lung,Non-Small Cell Lung Cancer,5.50488094374952,-1.08161956,0.038524037,-0.082975963,0
ACH-000663,OVTOKO,OVTOKO,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.68406129213114,,0.040334413,-0.084585901,0
ACH-000664,SU-DHL-1,SUDHL1,Lymphoid,Mature T and NK Neoplasms,7.157094252107815,,0.020041667,0.004263062,0
ACH-000665,SK-MES-1,SKMES1,Lung,Non-Small Cell Lung Cancer,7.275118822227729,,0.016953535,0.046039322,0
ACH-000666,NCI-H1355,NCIH1355,Lung,Non-Small Cell Lung Cancer,7.740003324447654,1.178205898,0.00258158,0.294781613,0
ACH-000667,HCC-44,HCC44,Lung,Non-Small Cell Lung Cancer,5.541217448102037,-0.955315178,0.007628704,0.113456731,0
ACH-000668,HCC70,HCC70,Breast,Invasive Breast Carcinoma,7.384654257816195,1.314791097,0.030904871,0.013664075,1
ACH-000669,SW 900,SW900,Lung,Non-Small Cell Lung Cancer,6.550012555342473,,,,0
ACH-000670,SBC-5,SBC5,Lung,Lung Neuroendocrine Tumor,6.830382102118052,-0.160651321,,,0
ACH-000671,HuH-6,HUH6,Liver,Hepatoblastoma,5.311986209536752,-0.978598585,0.018340273,0.00431607,0
ACH-000672,IA-LM,IALM,Lung,Non-Small Cell Lung Cancer,4.028657549919962,-1.38436637,0.014011342,0.116008379,0
ACH-000672,IA-LM,IALM,Lung,Non-Small Cell Lung Cancer,4.028586832174724,-1.38436637,0.014011342,0.116008379,0
ACH-000672,IA-LM,IALM,Lung,Non-Small Cell Lung Cancer,4.028860844130562,-1.38436637,0.014011342,0.116008379,0
ACH-000673,LN-443,LN443,CNS/Brain,Diffuse Glioma,7.130457304868751,,0.017390367,0.070698368,0
ACH-000674,NUGC-4,NUGC4,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.253442859223956,,,,0
ACH-000675,NCI-H1734,NCIH1734,Lung,Non-Small Cell Lung Cancer,6.014730202129089,,,,0
ACH-000676,LN-464,LN464,Skin,Melanoma,6.242977801700275,,0.026356317,-0.034297564,0
